Experiment	DPI	Individual	Storage.Box	Gene/Control	Treatment	Concentration.ug/ul	Stage.Injected	Stage.Scored	Gula	Eyes	Labium	Beak	Stylets	Antenae	Scapes	Pedicels	A1	A2	A3	Collar	Pronotum	D.T1.Posterior.margin.central	D.T1.Posterior.margin.corners	Scutellar.lobe	Mesonotum	Metanotum	T1.LL.leg	Pl.lobes1	Pn.Pl.Junction	Pos.Pl1	T1.LL.supracoxal.lobes	T1.LL.posterior.pleural.margin	T1 LL pronotum pleural junction	T1 RL leg	T1 RL supracoxal lobes	T1 RL posterior pleural margin	T1 RL pronotum pleural junction	T2 LL leg	Pl.lobes2	Pos.Pl2	T2.LL.supracoxal.lobes	T2.LL.posterior.pleural.margin	T2.L.wing.base	T2.RL.leg	T2.RL.supracoxal.lobes	T2.RL.posterior.pleural.margin	T2.R.wing.base	T3.LL.leg	Sc.Gland	Pos.Pl.3	T3.LL.post.pleural.margin	T3.LL.scent.gland	T3.LL.wing.base	T3.RL.leg	T3.RL.post.pleural.margin	T3.RL.scent.gland	T3.RL.wing.base	Metasternum	V.T1.sternum	V.T2.sternum	V.T3.sternum	Abd.Ventral	Notch.F	Genitals	Sex	Abd.Dorsal	Anal.tube	L.FW.hemelytra	L.FW.membranous	Wing.hinges	Wing.sclerites	T2.FW.L.Hinge.Area	T2.FW.L.Axillary.sclerites	L.HW	T3.HW.L.Wing.blade	T3.HW.L.Hinge.Area	T3.HW.L.Axillary.sclerites	R.FW.hemelytra	R.FW.membranous	T2.FW.R.Hinge.Area	T2.FW.R.Axillary.sclerites	R.HW	T3.HW.R.Wing.blade	T3.HW.R.Hinge.Area	T3.HW.R.Axillary.sclerites	Old.ID	Notes	Severity	Abnormal	How.Informative	Wing.Phenotypic	Wing.Bin	Pronotum.Phenotype	Pronotum.Bin	Pleural.Margins	Pleural.Margin.Bin	Supracoxal.lobes	Supracoxal.lobes.Bin
112	15	B	JK.B2.G3	ap	APT-1.(degraded)	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	0	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	1	29	0	0	1	TRUE	0	TRUE	0	TRUE
112	15	C	JK.B2.G4	ap	APT-1.(degraded)	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	NS	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	30	0	0	1	TRUE	0	TRUE	1	TRUE
112	16	A	JK.B2.G5	ap	APT-1.(degraded)	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	0	1	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	30	0	0	1	TRUE	0	TRUE	0	TRUE
112	17	A	JK.B2.G6	ap	APT-1.(degraded)	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	0	NS	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	29	0	0	1	TRUE	0	TRUE	1	TRUE
91	14	A	JK.B1.B4	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	NA	NA	9	1	28	5	1	1	TRUE	0	TRUE	2	TRUE
91	14	B	JK.B1.B5	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	3	1	29	0	0	0	TRUE	0	TRUE	2	TRUE
91	14	C	JK.B1.B6	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	4	1	28	1	1	0	TRUE	0	TRUE	2	TRUE
91	14	D	JK.B1.B7	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	f	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	NA	NA	8	1	29	5	1	0	TRUE	0	TRUE	2	TRUE
91	14	E	JK.B1.B8	ap	APT-2	2	L4/L5	nymph	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	NS	NS	NS	0	NS	0	0	NS	0	0	0	NS	0	0	0	NS	0	NS	0	NS	0	NS	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	NS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	25	0	0	0	TRUE	0	TRUE	0	TRUE
91	15	A	JK.B1.B9	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	f	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	NA	NA	6	1	29	1	1	1	TRUE	0	TRUE	2	TRUE
91	15	B	JK.B1.C1	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	0	0	0	1	NS	NS	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	m	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	0	1	NA	NA	8	1	28	5	1	0	TRUE	0	TRUE	2	TRUE
98	11	A	JK.B1.F6	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	NA	0	m	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	NA	NA	11	1	28	5	1	1	TRUE	3	TRUE	0	TRUE
98	11	B	JK.B1.F7	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	f	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	NA	NA	12	1	29	5	1	1	TRUE	3	TRUE	0	TRUE
98	11	C	JK.B1.F8	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	NA	0	m	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	13	1	28	7	1	1	TRUE	3	TRUE	0	TRUE
98	12	A	JK.B1.F9	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	NA	0	m	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	13	1	28	7	1	1	TRUE	3	TRUE	0	TRUE
98	12	B	JK.B1.G1	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	f	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	13	1	29	7	1	1	TRUE	3	TRUE	0	TRUE
98	14	A	JK.B1.G2	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	f	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	13	1	29	7	1	1	TRUE	3	TRUE	0	TRUE
98	14	B	JK.B1.G3	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	NA	0	m	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	12	1	28	7	1	1	TRUE	3	TRUE	0	TRUE
98	14	C	JK.B1.G4	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	f	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	13	1	29	7	1	1	TRUE	3	TRUE	0	TRUE
98	18	A	JK.B1.G5	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	NA	0	m	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	12	1	28	7	1	1	TRUE	3	TRUE	0	TRUE
100	8	A	JK.B1.H5	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	f	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	NA	NA	13	1	29	5	1	2	TRUE	2	TRUE	0	TRUE
100	10	A	JK.B1.H6	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	f	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	NA	NA	11	1	29	5	1	1	TRUE	2	TRUE	0	TRUE
100	11	A	JK.B1.H7	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	f	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	13	1	29	7	1	1	TRUE	2	TRUE	0	TRUE
100	11	B	JK.B1.H8	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	f	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	13	1	29	7	1	1	TRUE	2	TRUE	0	TRUE
100	14	A	JK.B1.H9	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	f	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	13	1	29	7	1	1	TRUE	2	TRUE	0	TRUE
100	14	B	JK.B1.I1	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	NA	0	m	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	NA	NA	11	1	28	5	1	1	TRUE	2	TRUE	0	TRUE
100	14	C	JK.B1.I2	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	NA	0	m	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	13	1	28	7	1	1	TRUE	2	TRUE	0	TRUE
100	14	D	JK.B1.I3	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	f	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	NA	NA	11	1	29	5	1	1	TRUE	2	TRUE	0	TRUE
100	15	A	JK.B1.I4	ap	APT-2	2	L4/L5	adult	NS	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	f	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	NA	NA	13	1	29	7	1	1	TRUE	2	TRUE	0	TRUE
195	10	A	JK.B9.H5	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	NA	0	m	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	11	1	29	8	1	1	TRUE	0	TRUE	0	TRUE
195	14	A	JK.B9.H6	ap	APT-2	1	L4/L5	adult	0	0	0	0	1	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	12	1	30	8	1	1	TRUE	0	TRUE	0	TRUE
195	18	A	JK.B9.H7	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	11	1	30	8	1	1	TRUE	0	TRUE	0	TRUE
195	20	A	JK.B9.H8	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	NS	NS	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	NA	0	m	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	11	1	29	8	1	1	TRUE	0	TRUE	0	TRUE
216	11	A	JK.B9.I9	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	14	1	32	8	1	2	TRUE	1	TRUE	0	TRUE
216	11	B	JK.B10.B4	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	13	1	32	8	1	1	TRUE	1	TRUE	0	TRUE
216	11	C	JK.B10.A1	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	14	1	32	8	1	2	TRUE	1	TRUE	0	TRUE
216	12	A	JK.B10.A2	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	NS	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	14	1	31	8	1	2	TRUE	1	TRUE	0	TRUE
216	12	B	JK.B10.A3	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	14	1	32	8	1	2	TRUE	1	TRUE	0	TRUE
216	13	A	JK.B10.A4	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	NA	0	m	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	14	1	31	8	1	2	TRUE	1	TRUE	0	TRUE
216	13	B	JK.B10.A5	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	NA	0	m	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	14	1	31	8	1	2	TRUE	1	TRUE	0	TRUE
216	14	A	JK.B10.A6	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	14	1	32	8	1	2	TRUE	1	TRUE	0	TRUE
216	14	B	JK.B10.A7	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	14	1	32	8	1	2	TRUE	1	TRUE	0	TRUE
216	14	C	JK.B10.A8	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	14	1	32	8	1	2	TRUE	1	TRUE	0	TRUE
216	14	D	JK.B10.A9	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	NA	0	m	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	14	1	31	8	1	2	TRUE	1	TRUE	0	TRUE
216	14	E	JK.B10.B1	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	13	1	32	8	1	1	TRUE	1	TRUE	0	TRUE
216	18	A	JK.B10.B2	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	12	1	32	8	1	1	TRUE	1	TRUE	0	TRUE
216	18	B	JK.B10.B3	ap	APT-2	1	L4/L5	adult	0	0	0	0	0	0	NA	NA	NA	NA	NA	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	f	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	13	1	32	8	1	1	TRUE	1	TRUE	0	TRUE
2	NS	A	NA	control	GFP	NS	L4/L5	adult	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	0	0	f	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	2A	"Stored in isopropanol, not good!"	0	0	23	0	0	0	TRUE	0	TRUE	0	TRUE
2	NS	B	NA	control	GFP	NS	L4/L5	adult	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	2B	NA	0	0	22	0	0	0	TRUE	0	TRUE	0	TRUE
2	NS	C	NA	control	GFP	NS	L4/L5	adult	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	2C	NA	0	0	22	0	0	0	TRUE	0	TRUE	0	TRUE
45	NS	A	NA	control	GFP	NS	L4/L5	adult	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	0	0	f	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	45A	NA	0	0	23	0	0	0	TRUE	0	TRUE	0	TRUE
45	NS	B	NA	control	GFP	NS	L4/L5	adult	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	0	0	NS	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	45B	NA	0	0	23	0	0	0	TRUE	0	TRUE	0	TRUE
45	NS	C	NA	control	GFP	NS	L4/L5	adult	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	1	NA	NA	0	NA	NA	NA	45C	"NA pronotum! It was the one that was cut in half and in the tube for 44F. -- The right forewing has an extra cross vein distally, turning the radial (?) veins into something with two cells"	1	1	22	1	1	0	TRUE	0	TRUE	0	TRUE
45	NS	D	NA	control	GFP	NS	L4/L5	adult	NS	NS	NS	NS	NS	NA	NS	NS	NS	NS	NS	0	0	NA	NA	0	NS	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NS	NA	NA	NA	0	NA	0	m	0	0	0	0	0	NS	NA	NA	0	NA	NA	NA	0	0	NA	NA	0	NA	NA	NA	45D	NA	0	0	22	0	0	0	TRUE	0	TRUE	0	TRUE
